Emp id,Emp name,Gender,Fav website,Qualification,Experience,Ctc (in lakhs),Salary per month (in lakhs),Joining date,Department,Marital status,Living status,Father's name,Birth date,Nature
367.0,"McNamee, Mrs. Neal (Eileen O'Leary)",female, twitter.com hello I love to use twitter and facebook this is my passion,uneducated,19.0,22.0,183333.33333333328,2011-04-19,it,m,own house,"Larsson-Rondberg, Mr. Edvard A",1979-08-17,funny
169.0,"Wheeler, Mr. Edwin Frederick""""",male, twitter.com,m.tech,22.0,2.0,16666.666666666664,2011-04-20,marketing,um,official,"Conlon, Mr. Thomas Henry",1979-08-18,aggressive
421.0,"Herman, Miss. Kate",female, facebook.com,be,8.0,23.0,191666.66666666672,2011-04-21,it,um,rented,"Bonnell, Miss. Caroline",1979-08-19,good
433.0,"Aronsson, Mr. Ernst Axel Algot",male, instagram,me,7.0,11.0,91666.66666666666,2011-04-22,it,m,own house,"Gale, Mr. Harry",1979-08-20,bad
72.0,"Ashby, Mr. John",male, facebook,iit delhi,24.0,25.0,208333.33333333328,2011-04-23,marketing,um,official,"Gibson, Miss. Dorothy Winifred",1979-08-21,normal
360.0,"Canavan, Mr. Patrick",male,twitter,iit mumbai,17.0,9.0,75000.0,2011-04-24,accounts,um,rented,"Carrau, Mr. Jose Pedro",1979-08-22,funny
103.0,"Palsson, Master. Paul Folke",male, linkedin,iit roorkee,23.0,2.0,16666.666666666664,2011-04-25,hr,um,own house,"Frauenthal, Mr. Isaac Gerald",1979-08-23,aggressive
113.0,"Payne, Mr. Vivian Ponsonby",male, twitter.com,uneducated,22.0,23.0,191666.66666666672,2011-04-26,head,d,official,"Nourney, Mr. Alfred (Baron von Drachstedt"")""",1979-08-24,good
302.0,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",female, facebook.com,m.tech,8.0,22.0,183333.33333333328,2011-04-27,worker,m,rented,"Ware, Mr. William Jeffery",1979-08-25,bad
456.0,"Abbott, Master. Eugene Joseph",male, instagram,be,0.0,3.0,25000.0,2011-04-28,worker,um,own house,"Widener, Mr. George Dunton",1979-08-26,normal
295.0,"Gilbert, Mr. William",male, facebook,me,22.0,8.0,66666.66666666666,2011-04-29,senior level,m,official,"Riordan, Miss. Johanna Hannah""""",1979-08-27,funny
262.0,"Kink-Heilmann, Mr. Anton",male,twitter,iit delhi,17.0,22.0,183333.33333333328,2011-04-30,it,um,rented,"Nourney, Mr. Alfred (Baron von Drachstedt"")""",1979-08-28,aggressive
73.0,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",female, linkedin,iit mumbai,10.0,24.0,200000.0,2011-05-01,marketing,um,own house,"Palsson, Master. Paul Folke",1979-08-29,good
192.0,"Colbert, Mr. Patrick",male, twitter.com,iit roorkee,5.0,20.0,166666.6666666667,2011-05-02,it,m,official,"Payne, Mr. Vivian Ponsonby",1979-08-30,bad
498.0,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",female, facebook.com,mca,23.0,24.0,200000.0,2011-05-03,it,um,rented,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",1979-08-31,normal
212.0,"Larsson-Rondberg, Mr. Edvard A",male, instagram,mba,4.0,13.0,108333.33333333331,2011-05-04,marketing,um,own house,"Abbott, Master. Eugene Joseph",1979-09-01,funny
3.0,"Conlon, Mr. Thomas Henry",male, facebook,bca,3.0,24.0,200000.0,2011-05-05,accounts,um,rented,"Gilbert, Mr. William",1979-09-02,aggressive
232.0,"Bonnell, Miss. Caroline",female,twitter,b.tech,0.0,21.0,175000.0,2011-05-06,hr,d,own house,"Kink-Heilmann, Mr. Anton",1979-09-03,good
121.0,"Gale, Mr. Harry",male, linkedin,bba,22.0,9.0,75000.0,2011-05-07,head,m,official,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",1979-09-04,bad
377.0,"Gibson, Miss. Dorothy Winifred",female, twitter.com hello I love to use twitter and facebook this is my passion,ba,19.0,5.0,41666.66666666667,2011-05-08,worker,um,rented,"Colbert, Mr. Patrick",1979-09-05,normal
14.0,"Carrau, Mr. Jose Pedro",male,twitter facebook instagram,ma,23.0,24.0,200000.0,2011-05-09,worker,um,own house,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",1979-09-06,funny
191.0,"Frauenthal, Mr. Isaac Gerald",male,twitter facebook instagram,phd,16.0,13.0,108333.33333333331,2011-05-10,senior level,m,official,"Larsson-Rondberg, Mr. Edvard A",1979-09-07,aggressive
342.0,"Nourney, Mr. Alfred (Baron von Drachstedt"")""",male,instagram,10th,13.0,3.0,25000.0,2011-05-11,it,um,rented,"Conlon, Mr. Thomas Henry",1979-09-08,good
99.0,"Ware, Mr. William Jeffery",male,facebook,12th,10.0,13.0,108333.33333333331,2011-05-12,marketing,um,own house,"Bonnell, Miss. Caroline",1979-09-09,bad
208.0,"Widener, Mr. George Dunton",male,linkedin,uneducated,8.0,3.0,25000.0,2011-05-13,it,um,official,"Gale, Mr. Harry",1979-09-10,normal
303.0,"Riordan, Miss. Johanna Hannah""""",female,nothing,m.tech,3.0,14.0,116666.66666666669,2011-05-14,it,d,rented,"Gibson, Miss. Dorothy Winifred",1979-09-11,funny
